date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2021-10-03,2021,0,,SFG,SDP,1551.08968908542,1531.9235737869,0.5618033595061844,0.43819664049381557,,,1530.3325798265,1554.81495113293,,,,,,,0.49502369941339885,0.5049763005866011,,,,
2021-10-03,2021,0,,PIT,CIN,1443.01202864104,1511.6441661973,0.4361201946576606,0.5638798053423394,,,1429.82121584035,1508.52245317722,,,,,,,0.4232723073394815,0.5767276926605185,,,,
2021-10-03,2021,0,,NYY,TBD,1524.38477651888,1558.60850430029,0.48529111826000454,0.5147088817399954,,,1546.23222392272,1552.69081593329,,,,,,,0.5240689643791092,0.4759310356208908,,,,
2021-10-03,2021,0,,FLA,PHI,1495.24221219016,1509.7331767681,0.5136811861072846,0.48631881389271536,,,1478.5799757956,1509.80780532886,,,,,,,0.49278700948010756,0.5072129905198924,,,,
2021-10-03,2021,0,,WSN,BOS,1512.52296129859,1529.7145640484,0.5097968172704174,0.49020318272958263,,,1514.47759330545,1526.49949518576,,,,,,,0.515529874384691,0.484470125615309,,,,
2021-10-02,2021,0,,SEA,ANA,1489.9193774632,1496.38308073174,0.525215350610644,0.47478464938935605,,,1480.09436360549,1503.2678012195,,,,,,,0.5089619001471076,0.4910380998528924,,,,
2021-10-02,2021,0,,LAD,MIL,1585.62456214104,1525.02945746284,0.6193920447407482,0.38060795525925184,,,1596.78743851715,1527.81744695961,,,,,,,0.6287737898026468,0.37122621019735325,,,,
2021-10-02,2021,0,,ARI,COL,1437.79332439584,1472.47846883364,0.48462768727918837,0.5153723127208116,,,1443.00820321297,1452.86417950597,,,,,,,0.5348038663235244,0.4651961336764756,,,,
2021-10-02,2021,0,,ATL,NYM,1522.34830301287,1513.26107312772,0.5474729232524204,0.45252707674757964,,,1524.31540285934,1534.82970129098,,,,,,,0.5191398748759449,0.48086012512405507,,,,
2021-10-02,2021,0,,STL,CHC,1491.70983818568,1496.08779850449,0.528208400004309,0.471791599995691,,,1491.55684381197,1495.77214867896,,,,,,,0.517333639417592,0.48266636058240797,,,,
2021-10-02,2021,0,,KCR,MIN,1443.48460233129,1486.04417211264,0.47331600869717694,0.5266839913028231,,,1448.19409228066,1499.78453708918,,,,,,,0.46188271825798044,0.5381172817420196,,,,
2021-10-02,2021,0,,HOU,OAK,1564.46189447088,1532.10938380984,0.5803940292235379,0.4196059707764621,,,1567.30528068652,1520.68900040822,,,,,,,0.5988608773212216,0.4011391226787784,,,,
2021-10-02,2021,0,,CHW,DET,1540.80708094343,1458.67422545276,0.6481574400762357,0.35184255992376434,,,1542.2064297773,1455.42371268369,,,,,,,0.6561156655057777,0.3438843344942223,,,,
2021-10-02,2021,0,,TEX,CLE,1463.35528624985,1495.73673591496,0.48794046361957627,0.5120595363804237,,,1456.96335858938,1501.97180404121,,,,,,,0.47833839210004425,0.5216616078999557,,,,
2021-10-02,2021,0,,PIT,CIN,1443.01202864104,1511.6441661973,0.4361201946576606,0.5638798053423394,,,1429.82121584035,1508.52245317722,,,,,,,0.4232723073394815,0.5767276926605185,,,,
2021-10-02,2021,0,,FLA,PHI,1495.24221219016,1509.7331767681,0.5136811861072846,0.48631881389271536,,,1478.5799757956,1509.80780532886,,,,,,,0.49278700948010756,0.5072129905198924,,,,
2021-10-02,2021,0,,WSN,BOS,1512.52296129859,1529.7145640484,0.5097968172704174,0.49020318272958263,,,1514.47759330545,1526.49949518576,,,,,,,0.515529874384691,0.484470125615309,,,,
2021-10-02,2021,0,,SFG,SDP,1551.08968908542,1531.9235737869,0.5618033595061844,0.43819664049381557,,,1530.3325798265,1554.81495113293,,,,,,,0.49502369941339885,0.5049763005866011,,,,
2021-10-02,2021,0,,TOR,BAL,1527.16862769677,1439.63595993655,0.6552130241422097,0.3447869758577903,,,1529.90954609298,1425.45959924027,,,,,,,0.6784110112372879,0.32158898876271214,,,,
2021-10-02,2021,0,,NYY,TBD,1524.38477651888,1558.60850430029,0.48529111826000454,0.5147088817399954,,,1546.23222392272,1552.69081593329,,,,,,,0.5240689643791092,0.4759310356208908,,,,
2021-10-01,2021,0,,SEA,ANA,1489.9193774632,1496.38308073174,0.525215350610644,0.47478464938935605,,,1480.09436360549,1503.2678012195,,,,,,,0.5175595888401584,0.4824404111598416,,,,
2021-10-01,2021,0,,LAD,MIL,1585.62456214104,1525.02945746284,0.6193920447407482,0.38060795525925184,,,1596.78743851715,1527.81744695961,,,,,,,0.6336212368812408,0.36637876311875917,,,,
2021-10-01,2021,0,,SFG,SDP,1551.08968908542,1531.9235737869,0.5618033595061844,0.43819664049381557,,,1530.3325798265,1554.81495113293,,,,,,,0.49815248251668903,0.501847517483311,,,,
2021-10-01,2021,0,,ARI,COL,1437.79332439584,1472.47846883364,0.48462768727918837,0.5153723127208116,,,1443.00820321297,1452.86417950597,,,,,,,0.5313718315045729,0.4686281684954271,,,,
2021-10-01,2021,0,,STL,CHC,1491.70983818568,1496.08779850449,0.528208400004309,0.471791599995691,,,1491.55684381197,1495.77214867896,,,,,,,0.5210010664742051,0.4789989335257949,,,,
2021-10-01,2021,0,,KCR,MIN,1443.48460233129,1486.04417211264,0.47331600869717694,0.5266839913028231,,,1448.19409228066,1499.78453708918,,,,,,,0.46519001612878935,0.5348099838712106,,,,
2021-10-01,2021,0,,HOU,OAK,1564.46189447088,1532.10938380984,0.5803940292235379,0.4196059707764621,,,1567.30528068652,1520.68900040822,,,,,,,0.6009795829834162,0.39902041701658375,,,,
2021-10-01,2021,0,,CHW,DET,1540.80708094343,1458.67422545276,0.6481574400762357,0.35184255992376434,,,1542.2064297773,1455.42371268369,,,,,,,0.6619380072481912,0.3380619927518088,,,,
2021-10-01,2021,0,,TEX,CLE,1463.35528624985,1495.73673591496,0.48794046361957627,0.5120595363804237,,,1456.96335858938,1501.97180404121,,,,,,,0.48177175127725214,0.5182282487227479,,,,
2021-10-01,2021,0,,ATL,NYM,1522.34830301287,1513.26107312772,0.5474729232524204,0.45252707674757964,,,1524.31540285934,1534.82970129098,,,,,,,0.5231966706075557,0.4768033293924443,,,,
2021-10-01,2021,0,,FLA,PHI,1495.24221219016,1509.7331767681,0.5136811861072846,0.48631881389271536,,,1478.5799757956,1509.80780532886,,,,,,,0.4919558703734854,0.5080441296265146,,,,
2021-10-01,2021,0,,TOR,BAL,1527.16862769677,1439.63595993655,0.6552130241422097,0.3447869758577903,,,1529.90954609298,1425.45959924027,,,,,,,0.6811035585571898,0.31889644144281015,,,,
2021-10-01,2021,0,,WSN,BOS,1512.52296129859,1529.7145640484,0.5097968172704174,0.49020318272958263,,,1514.47759330545,1526.49949518576,,,,,,,0.515198275475569,0.48480172452443104,,,,
2021-10-01,2021,0,,NYY,TBD,1524.38477651888,1558.60850430029,0.48529111826000454,0.5147088817399954,,,1546.23222392272,1552.69081593329,,,,,,,0.5259688602943413,0.4740311397056587,,,,
2021-10-01,2021,0,,PIT,CIN,1443.01202864104,1511.6441661973,0.4361201946576606,0.5638798053423394,,,1429.82121584035,1508.52245317722,,,,,,,0.42327385783540505,0.576726142164595,,,,
2021-09-30,2021,0,,LAD,SDP,1585.62456214104,1531.9235737869,0.6099930118300712,0.39000698816992885,,,1596.78743851715,1554.81495113293,,,,,,,0.5913745140548269,0.4086254859451731,,,,
2021-09-30,2021,0,,SFG,ARI,1551.08968908542,1437.79332439584,0.6879046325076849,0.31209536749231515,,,1530.3325798265,1443.00820321297,,,,,,,0.6452993928309686,0.3547006071690314,,,,
2021-09-30,2021,0,,KCR,CLE,1443.48460233129,1495.73673591496,0.4594312898589003,0.5405687101410996,,,1448.19409228066,1501.97180404121,,,,,,,0.4699685818435687,0.5300314181564313,,,,
2021-09-30,2021,0,,MIN,DET,1486.04417211264,1458.67422545276,0.5733932575148273,0.4266067424851727,,,1499.78453708918,1455.42371268369,,,,,,,0.6025155497392407,0.3974844502607593,,,,
2021-09-30,2021,0,,ATL,PHI,1522.34830301287,1509.7331767681,0.5524991875559722,0.44750081244402784,,,1524.31540285934,1509.80780532886,,,,,,,0.553196878227354,0.44680312177264603,,,,
2021-09-30,2021,0,,NYM,FLA,1513.26107312772,1495.24221219016,0.5601768953093587,0.43982310469064134,,,1534.82970129098,1478.5799757956,,,,,,,0.6087743451742004,0.39122565482579963,,,,
2021-09-30,2021,0,,HOU,TBD,1564.46189447088,1558.60850430029,0.5428570612185447,0.4571429387814553,,,1567.30528068652,1552.69081593329,,,,,,,0.5596188526524793,0.44038114734752065,,,,
2021-09-30,2021,0,,TOR,NYY,1527.16862769677,1524.38477651888,0.5384688850511088,0.4615311149488912,,,1529.90954609298,1546.23222392272,,,,,,,0.5192367836737322,0.48076321632626784,,,,
2021-09-30,2021,0,,BAL,BOS,1439.63595993655,1529.7145640484,0.40603548482543517,0.5939645151745648,,,1425.45959924027,1526.49949518576,,,,,,,0.3910719359635969,0.6089280640364031,,,,
2021-09-30,2021,0,,PIT,CHC,1443.01202864104,1496.08779850449,0.45825401383561887,0.5417459861643812,,,1429.82121584035,1495.77214867896,,,,,,,0.43930293789918595,0.560697062100814,,,,
2021-09-30,2021,0,,TEX,ANA,1463.35528624985,1496.38308073174,0.48701088254375036,0.5129891174562496,,,1456.96335858938,1503.2678012195,,,,,,,0.4731535368197821,0.5268464631802179,,,,
2021-09-30,2021,0,,STL,MIL,1491.70983818568,1525.02945746284,0.48659120558461744,0.5134087944153826,,,1491.55684381197,1527.81744695961,,,,,,,0.4703078488000255,0.5296921511999745,,,,
2021-09-29,2021,0,,SEA,OAK,1489.9193774632,1532.10938380984,0.4738463683703222,0.5261536316296778,,,1480.09436360549,1520.68900040822,,,,,,,0.47780396834385697,0.522196031656143,,,,
2021-09-29,2021,0,,LAD,SDP,1585.62456214104,1531.9235737869,0.6099930118300712,0.39000698816992885,,,1596.78743851715,1554.81495113293,,,,,,,0.5913745140548269,0.4086254859451731,,,,
2021-09-29,2021,0,,SFG,ARI,1551.08968908542,1437.79332439584,0.6879046325076849,0.31209536749231515,,,1530.3325798265,1443.00820321297,,,,,,,0.6452993928309686,0.3547006071690314,,,,
2021-09-29,2021,0,,KCR,CLE,1443.48460233129,1495.73673591496,0.4594312898589003,0.5405687101410996,,,1448.19409228066,1501.97180404121,,,,,,,0.4699685818435687,0.5300314181564313,,,,
2021-09-29,2021,0,,HOU,TBD,1564.46189447088,1558.60850430029,0.5428570612185447,0.4571429387814553,,,1567.30528068652,1552.69081593329,,,,,,,0.5596188526524793,0.44038114734752065,,,,
2021-09-29,2021,0,,CHW,CIN,1540.80708094343,1511.6441661973,0.5759160169930688,0.4240839830069312,,,1542.2064297773,1508.52245317722,,,,,,,0.5812399208788044,0.4187600791211956,,,,
2021-09-29,2021,0,,TEX,ANA,1463.35528624985,1496.38308073174,0.48701088254375036,0.5129891174562496,,,1456.96335858938,1503.2678012195,,,,,,,0.4731535368197821,0.5268464631802179,,,,
2021-09-29,2021,0,,STL,MIL,1491.70983818568,1525.02945746284,0.48659120558461744,0.5134087944153826,,,1491.55684381197,1527.81744695961,,,,,,,0.4703078488000255,0.5296921511999745,,,,
2021-09-29,2021,0,,MIN,DET,1486.04417211264,1458.67422545276,0.5733932575148273,0.4266067424851727,,,1499.78453708918,1455.42371268369,,,,,,,0.6025155497392407,0.3974844502607593,,,,
2021-09-29,2021,0,,ATL,PHI,1522.34830301287,1509.7331767681,0.5524991875559722,0.44750081244402784,,,1524.31540285934,1509.80780532886,,,,,,,0.553196878227354,0.44680312177264603,,,,
2021-09-29,2021,0,,NYM,FLA,1513.26107312772,1495.24221219016,0.5601768953093587,0.43982310469064134,,,1534.82970129098,1478.5799757956,,,,,,,0.6087743451742004,0.39122565482579963,,,,
2021-09-29,2021,0,,TOR,NYY,1527.16862769677,1524.38477651888,0.5384688850511088,0.4615311149488912,,,1529.90954609298,1546.23222392272,,,,,,,0.5192367836737322,0.48076321632626784,,,,
2021-09-29,2021,0,,BAL,BOS,1439.63595993655,1529.7145640484,0.40603548482543517,0.5939645151745648,,,1425.45959924027,1526.49949518576,,,,,,,0.3910719359635969,0.6089280640364031,,,,
2021-09-29,2021,0,,PIT,CHC,1443.01202864104,1496.08779850449,0.45825401383561887,0.5417459861643812,,,1429.82121584035,1495.77214867896,,,,,,,0.43930293789918595,0.560697062100814,,,,
2021-09-29,2021,0,,COL,WSN,1472.47846883364,1512.52296129859,0.4769265188752772,0.5230734811247228,,,1452.86417950597,1514.47759330545,,,,,,,0.44308812770732176,0.5569118722926782,,,,
2021-09-28,2021,0,,SEA,OAK,1489.9193774632,1532.10938380984,0.4738463683703222,0.5261536316296778,,,1480.09436360549,1520.68900040822,,,,,,,0.47780396834385697,0.522196031656143,,,,
2021-09-28,2021,0,,LAD,SDP,1585.62456214104,1531.9235737869,0.6099930118300712,0.39000698816992885,,,1596.78743851715,1554.81495113293,,,,,,,0.5903969948025782,0.40960300519742177,,,,
2021-09-28,2021,0,,SFG,ARI,1551.08968908542,1437.79332439584,0.6879046325076849,0.31209536749231515,,,1530.3325798265,1443.00820321297,,,,,,,0.6448304020774738,0.3551695979225262,,,,
2021-09-28,2021,0,,COL,WSN,1472.47846883364,1512.52296129859,0.4769265188752772,0.5230734811247228,,,1452.86417950597,1514.47759330545,,,,,,,0.44308812770732176,0.5569118722926782,,,,
2021-09-28,2021,0,,KCR,CLE,1443.48460233129,1495.73673591496,0.4594312898589003,0.5405687101410996,,,1448.19409228066,1501.97180404121,,,,,,,0.4700752095555409,0.5299247904444591,,,,
2021-09-28,2021,0,,HOU,TBD,1564.46189447088,1558.60850430029,0.5428570612185447,0.4571429387814553,,,1567.30528068652,1552.69081593329,,,,,,,0.5584903655220457,0.4415096344779543,,,,
2021-09-28,2021,0,,CHW,CIN,1540.80708094343,1511.6441661973,0.5759160169930688,0.4240839830069312,,,1542.2064297773,1508.52245317722,,,,,,,0.5810396690206643,0.4189603309793357,,,,
2021-09-28,2021,0,,TEX,ANA,1463.35528624985,1496.38308073174,0.48701088254375036,0.5129891174562496,,,1456.96335858938,1503.2678012195,,,,,,,0.47312229922941407,0.5268777007705859,,,,
2021-09-28,2021,0,,STL,MIL,1491.70983818568,1525.02945746284,0.48659120558461744,0.5134087944153826,,,1491.55684381197,1527.81744695961,,,,,,,0.47050841845057007,0.5294915815494299,,,,
2021-09-28,2021,0,,MIN,DET,1486.04417211264,1458.67422545276,0.5733932575148273,0.4266067424851727,,,1499.78453708918,1455.42371268369,,,,,,,0.6059990539369129,0.3940009460630871,,,,
2021-09-28,2021,0,,ATL,PHI,1522.34830301287,1509.7331767681,0.5524991875559722,0.44750081244402784,,,1524.31540285934,1509.80780532886,,,,,,,0.5515919084782115,0.4484080915217885,,,,
2021-09-28,2021,0,,NYM,FLA,1513.26107312772,1495.24221219016,0.5601768953093587,0.43982310469064134,,,1534.82970129098,1478.5799757956,,,,,,,0.609209732604523,0.39079026739547695,,,,
2021-09-28,2021,0,,TOR,NYY,1527.16862769677,1524.38477651888,0.5384688850511088,0.4615311149488912,,,1529.90954609298,1546.23222392272,,,,,,,0.5153463519421596,0.4846536480578404,,,,
2021-09-28,2021,0,,BAL,BOS,1439.63595993655,1529.7145640484,0.40603548482543517,0.5939645151745648,,,1425.45959924027,1526.49949518576,,,,,,,0.3909364839011684,0.6090635160988316,,,,
2021-09-28,2021,0,,PIT,CHC,1443.01202864104,1496.08779850449,0.45825401383561887,0.5417459861643812,,,1429.82121584035,1495.77214867896,,,,,,,0.43977186495277537,0.5602281350472247,,,,
2021-09-27,2021,0,,SEA,OAK,1489.9193774632,1532.10938380984,0.4738463683703222,0.5261536316296778,,,1480.09436360549,1520.68900040822,,,,,,,0.4772963400376222,0.5227036599623778,,,,
2021-09-27,2021,0,,COL,WSN,1472.47846883364,1512.52296129859,0.4769265188752772,0.5230734811247228,,,1452.86417950597,1514.47759330545,,,,,,,0.4476314611999931,0.5523685388000069,,,,
2021-09-26,2021,0,,SDP,ATL,1531.9235737869,1522.34830301287,0.5481688458169032,0.45183115418309683,,,1554.81495113293,1524.31540285934,,,,,,,0.5840985866875005,0.4159014133124995,,,,
2021-09-26,2021,0,,ARI,LAD,1437.79332439584,1585.62456214104,0.3289738363962509,0.6710261636037491,,,1443.00820321297,1596.78743851715,,,,,,,0.3292263108456769,0.6707736891543231,,,,
2021-09-26,2021,0,,OAK,HOU,1532.10938380984,1564.46189447088,0.4879820860506605,0.5120179139493395,,,1520.68900040822,1567.30528068652,,,,,,,0.468937356603517,0.531062643396483,,,,
2021-09-26,2021,0,,ANA,SEA,1496.38308073174,1489.9193774632,0.5437287873456338,0.4562712126543662,,,1503.2678012195,1480.09436360549,,,,,,,0.5598267030690762,0.4401732969309238,,,,
2021-09-26,2021,0,,COL,SFG,1472.47846883364,1551.08968908542,0.4220490523942976,0.5779509476057024,,,1452.86417950597,1530.3325798265,,,,,,,0.41984347881875833,0.5801565211812416,,,,
2021-09-26,2021,0,,CHC,STL,1496.08779850449,1491.70983818568,0.5407485919799397,0.45925140802006026,,,1495.77214867896,1491.55684381197,,,,,,,0.5515531050628044,0.4484468949371956,,,,
2021-09-26,2021,0,,MIN,TOR,1486.04417211264,1527.16862769677,0.47537586415421473,0.5246241358457853,,,1499.78453708918,1529.90954609298,,,,,,,0.49175994459788286,0.5082400554021171,,,,
2021-09-26,2021,0,,MIL,NYM,1525.02945746284,1513.26107312772,0.5512937561220511,0.4487062438779489,,,1527.81744695961,1534.82970129098,,,,,,,0.5301518373827975,0.4698481626172025,,,,
2021-09-26,2021,0,,TBD,FLA,1558.60850430029,1495.24221219016,0.6231454852159825,0.37685451478401755,,,1552.69081593329,1478.5799757956,,,,,,,0.6307843988526779,0.3692156011473221,,,,
2021-09-26,2021,0,,DET,KCR,1458.67422545276,1443.48460233129,0.5561604244488796,0.4438395755511204,,,1455.42371268369,1448.19409228066,,,,,,,0.5377463433502722,0.46225365664972784,,,,
2021-09-26,2021,0,,CLE,CHW,1495.73673591496,1540.80708094343,0.46971445554217117,0.5302855444578288,,,1501.97180404121,1542.2064297773,,,,,,,0.4689365448180602,0.5310634551819398,,,,
2021-09-26,2021,0,,CIN,WSN,1511.6441661973,1512.52296129859,0.5332250555670218,0.4667749444329782,,,1508.52245317722,1514.47759330545,,,,,,,0.5276657932513338,0.4723342067486662,,,,
2021-09-26,2021,0,,PHI,PIT,1509.7331767681,1443.01202864104,0.6276697465289691,0.3723302534710309,,,1509.80780532886,1429.82121584035,,,,,,,0.6431298979342052,0.35687010206579484,,,,
2021-09-26,2021,0,,BAL,TEX,1439.63595993655,1463.35528624985,0.5004039218165015,0.4995960781834985,,,1425.45959924027,1456.96335858938,,,,,,,0.48957661115431633,0.5104233888456837,,,,
2021-09-25,2021,0,,BOS,NYY,1529.7145640484,1524.38477651888,0.5421089764575144,0.45789102354248556,,,1526.49949518576,1546.23222392272,,,,,,,0.5124036908129742,0.4875963091870258,,,,
2021-09-25,2021,0,,ANA,SEA,1496.38308073174,1489.9193774632,0.5437287873456338,0.4562712126543662,,,1503.2678012195,1480.09436360549,,,,,,,0.5598267030690762,0.4401732969309238,,,,
2021-09-25,2021,0,,SDP,ATL,1531.9235737869,1522.34830301287,0.5481688458169032,0.45183115418309683,,,1554.81495113293,1524.31540285934,,,,,,,0.5840985866875005,0.4159014133124995,,,,
2021-09-25,2021,0,,COL,SFG,1472.47846883364,1551.08968908542,0.4220490523942976,0.5779509476057024,,,1452.86417950597,1530.3325798265,,,,,,,0.41984347881875833,0.5801565211812416,,,,
2021-09-25,2021,0,,ARI,LAD,1437.79332439584,1585.62456214104,0.3289738363962509,0.6710261636037491,,,1443.00820321297,1596.78743851715,,,,,,,0.3292263108456769,0.6707736891543231,,,,
2021-09-25,2021,0,,MIN,TOR,1486.04417211264,1527.16862769677,0.47537586415421473,0.5246241358457853,,,1499.78453708918,1529.90954609298,,,,,,,0.49175994459788286,0.5082400554021171,,,,
2021-09-25,2021,0,,MIL,NYM,1525.02945746284,1513.26107312772,0.5512937561220511,0.4487062438779489,,,1527.81744695961,1534.82970129098,,,,,,,0.5301518373827975,0.4698481626172025,,,,
2021-09-25,2021,0,,CIN,WSN,1511.6441661973,1512.52296129859,0.5332250555670218,0.4667749444329782,,,1508.52245317722,1514.47759330545,,,,,,,0.5276657932513338,0.4723342067486662,,,,
2021-09-25,2021,0,,BAL,TEX,1439.63595993655,1463.35528624985,0.5004039218165015,0.4995960781834985,,,1425.45959924027,1456.96335858938,,,,,,,0.48957661115431633,0.5104233888456837,,,,
2021-09-25,2021,0,,TBD,FLA,1558.60850430029,1495.24221219016,0.6231454852159825,0.37685451478401755,,,1552.69081593329,1478.5799757956,,,,,,,0.6307843988526779,0.3692156011473221,,,,
2021-09-25,2021,0,,DET,KCR,1458.67422545276,1443.48460233129,0.5561604244488796,0.4438395755511204,,,1455.42371268369,1448.19409228066,,,,,,,0.5377463433502722,0.46225365664972784,,,,
2021-09-25,2021,0,,CLE,CHW,1495.73673591496,1540.80708094343,0.46971445554217117,0.5302855444578288,,,1501.97180404121,1542.2064297773,,,,,,,0.4689365448180602,0.5310634551819398,,,,
2021-09-25,2021,0,,BOS,NYY,1529.7145640484,1524.38477651888,0.5421089764575144,0.45789102354248556,,,1526.49949518576,1546.23222392272,,,,,,,0.5124036908129742,0.4875963091870258,,,,
2021-09-25,2021,0,,OAK,HOU,1532.10938380984,1564.46189447088,0.4879820860506605,0.5120179139493395,,,1520.68900040822,1567.30528068652,,,,,,,0.468937356603517,0.531062643396483,,,,
2021-09-25,2021,0,,PHI,PIT,1509.7331767681,1443.01202864104,0.6276697465289691,0.3723302534710309,,,1509.80780532886,1429.82121584035,,,,,,,0.6431298979342052,0.35687010206579484,,,,
2021-09-25,2021,0,,CHC,STL,1496.08779850449,1491.70983818568,0.5407485919799397,0.45925140802006026,,,1495.77214867896,1491.55684381197,,,,,,,0.5515531050628044,0.4484468949371956,,,,
2021-09-24,2021,0,,SDP,ATL,1531.9235737869,1522.34830301287,0.5481688458169032,0.45183115418309683,,,1554.81495113293,1524.31540285934,,,,,,,0.5869976638503056,0.4130023361496944,,,,
2021-09-24,2021,0,,OAK,HOU,1532.10938380984,1564.46189447088,0.4879820860506605,0.5120179139493395,,,1520.68900040822,1567.30528068652,,,,,,,0.4721145363505453,0.5278854636494548,,,,
2021-09-24,2021,0,,ARI,LAD,1437.79332439584,1585.62456214104,0.3289738363962509,0.6710261636037491,,,1443.00820321297,1596.78743851715,,,,,,,0.3325324515870469,0.6674675484129531,,,,
2021-09-24,2021,0,,ANA,SEA,1496.38308073174,1489.9193774632,0.5437287873456338,0.4562712126543662,,,1503.2678012195,1480.09436360549,,,,,,,0.5629668878489124,0.43703311215108764,,,,
2021-09-24,2021,0,,MIN,TOR,1486.04417211264,1527.16862769677,0.47537586415421473,0.5246241358457853,,,1499.78453708918,1529.90954609298,,,,,,,0.49175994459788286,0.5082400554021171,,,,
2021-09-24,2021,0,,MIL,NYM,1525.02945746284,1513.26107312772,0.5512937561220511,0.4487062438779489,,,1527.81744695961,1534.82970129098,,,,,,,0.5310792524226255,0.46892074757737445,,,,
2021-09-24,2021,0,,COL,SFG,1472.47846883364,1551.08968908542,0.4220490523942976,0.5779509476057024,,,1452.86417950597,1530.3325798265,,,,,,,0.4239402990457386,0.5760597009542614,,,,
2021-09-24,2021,0,,CHC,STL,1496.08779850449,1491.70983818568,0.5407485919799397,0.45925140802006026,,,1495.77214867896,1491.55684381197,,,,,,,0.5515531050628044,0.4484468949371956,,,,
2021-09-24,2021,0,,TBD,FLA,1558.60850430029,1495.24221219016,0.6231454852159825,0.37685451478401755,,,1552.69081593329,1478.5799757956,,,,,,,0.63322358229654,0.36677641770346003,,,,
2021-09-24,2021,0,,DET,KCR,1458.67422545276,1443.48460233129,0.5561604244488796,0.4438395755511204,,,1455.42371268369,1448.19409228066,,,,,,,0.5397409401536533,0.46025905984634674,,,,
2021-09-24,2021,0,,CLE,CHW,1495.73673591496,1540.80708094343,0.46971445554217117,0.5302855444578288,,,1501.97180404121,1542.2064297773,,,,,,,0.4689365448180602,0.5310634551819398,,,,
2021-09-24,2021,0,,CIN,WSN,1511.6441661973,1512.52296129859,0.5332250555670218,0.4667749444329782,,,1508.52245317722,1514.47759330545,,,,,,,0.5276657932513338,0.4723342067486662,,,,
2021-09-24,2021,0,,BOS,NYY,1529.7145640484,1524.38477651888,0.5421089764575144,0.45789102354248556,,,1526.49949518576,1546.23222392272,,,,,,,0.5149207278455323,0.48507927215446767,,,,
2021-09-24,2021,0,,PHI,PIT,1509.7331767681,1443.01202864104,0.6276697465289691,0.3723302534710309,,,1509.80780532886,1429.82121584035,,,,,,,0.6431298979342052,0.35687010206579484,,,,
2021-09-24,2021,0,,BAL,TEX,1439.63595993655,1463.35528624985,0.5004039218165015,0.4995960781834985,,,1425.45959924027,1456.96335858938,,,,,,,0.48957661115431633,0.5104233888456837,,,,
2021-09-24,2021,0,,CHC,STL,1496.08779850449,1491.70983818568,0.5407485919799397,0.45925140802006026,,,1495.77214867896,1491.55684381197,,,,,,,0.5566918092324701,0.4433081907675299,,,,
2021-09-23,2021,0,,ARI,ATL,1437.79332439584,1522.34830301287,0.4137262087072666,0.5862737912927334,,,1443.00820321297,1524.31540285934,,,,,,,0.43076647681029784,0.5692335231897021,,,,
